index,AC,Cha,Con,Dex,HP,Int,Str,Type,Wis,alignment,chall,condImmunity,damImmunity,damVuln,languages,name,damResist,senses,size,speed
2372,15.0,12 (+1),10 (+0),20 (+5),14.0,14 (+2),1 (-5),elemental,10 (+0),"elemental, neutral",1.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","necrotic, poison, psychic",radiant,"Abyssal, Infernal, Primordial",Dark Orb,"bludgeoning, piercing, and slashing from nonmagical attacks","blindsight 60 ft. (blind beyond this radius), ",Small,"0 ft., fly 40 ft. (hover)"
2373,10.0,12 (+1),15 (+2),10 (+0),5.0,10 (+0),16 (+3),undead,13 (+1),your alignment,,"Poisoned, Exhaustion",Poison,,Summon understands any language its master speaks to it.;,Dark Omen Summon,,"Darkvision 60ft, ",Medium,30 ft.
2374,13.0,7 (-2),18 (+4),13 (+1),147.0,5 (-3),24 (+7),giant,6 (-2),chaotic evil,6.0,,,,"can understand and speak Blin, but can't read or write",Dark Hinox,,,Huge,40 ft.
2375,18.0,8 (-1),18 (+4),16 (+3),136.0,12 (+1),19 (+4),humanoid (lizalfos),13 (+1),neutral evil,9.0,,,radiant,"Blin, Lizal",Dark Dinolfos,"acid, fire, necrotic",,Medium,"30 ft., swim 20 ft."
2376,13.0,9 (-1),14 (+2),15 (+2),18.0,7 (-2),14 (+2),monstrosity,13 (+1),neutral evil,1.0,poisoned,poison,,"Common, Dalasmir, Undercommon",Dalasmir Spawn,fire,"darkvision 120 ft., ",Tiny,"5 ft., burrow 25 ft., fly 30 ft. (hover)"
2377,14.0,15 (+2),16 (+3),17 (+3),85.0,10 (+0),16 (+3),monstrosity,16 (+3),neutral evil,8.0,poisoned,poison,,"Common, Dalasmir, Undercommon",Dalasmir,"fire; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","darkvision 120 ft., ",Large,"10 ft., burrow 30 ft., fly 30 ft. (hover)"
2378,15.0,12 (+1),14 (+2),14 (+2),32.0,5 (-3),16 (+3),humanoid (lizalfos),7 (-2),chaotic evil,3.0,,,,Lizal,Daira,"bludgeoning, slashing, and piercing attacks made with nonmagical weapons",,Medium,"30 ft., swim 30 ft."
2379,18.0,16 (+3),20 (+5),8 (-1),83.0,20 (+5),12 (+1),humanoid,15 (+2),neutral good,3.0,,,necrotic,"Common, Tortle, Druidic, Sylvan and Thieves Cant.",Dago the Drunken Tortle,poision,,Large,20
2382,14.0,6 (-2),20 (+5),11 (+0),161.0,5 (-3),22 (+6),monstrosity,12 (+1),chaotic evil,9.0,"charmed, frightened",,,Abyssal,Cygor,damage from spells,,Huge,40 ft.
2383,14.0,10 (+0),20 (+5),11 (+0),126.0,11 (+0),22 (+6),giant,14 (+2),"giant, neutral",6.0,,,,"Common, Giant",Cyclops,,,Large,40 ft.
2384,12.0,11 (+0),12 (+1),10 (+0),45.0,21 (+5),17 (+3),construct,12 (+1),lawful evil,3.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",psychic,,Common,Cybus Industries Cyberman,"bludgeon, slashing, piercing",,Medium,25 ft.
2385,17.0,8 (-1),14 (+2),16 (+3),64.0,21 (+5),17 (+3),construct,12 (+1),lawful evil,8.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",psychic,"bludgeoning, slashing and piercing from gilded weapons",Common,Cyberman,"bludgeoning, slashing, piercing",,Medium,"Speed (2/Day). For 9 (4d4) rounds, the Cyberman’s speed increases to 45, and it gains an additional +1 to Dexterity checks."
2386,13.0,7 (-2),17 (+3),6 (-2),60.0,12 (+1),21 (+5),plant,12 (+1),neutral evil,4.0,,,fire(Cursed or Rot only),"common, infernal;",Cursed Tree,"bludgeoning, piercing, fire(Burning only)",,Huge,20
2387,14.0,7 (-2),16 (+3),15 (+2),32.0,8 (-1),16 (+3),aberration,12 (+1),chaotic evil,2.0,,necrotic,cold,"Understands Blin, but cannot speak.",Cursed Bubble,"slashing, bludgeoning, and piercing damage from non-magical weapons (given by enchanted flames)","truesight 60 ft., ",Small,"15 ft., fly 40 ft. (hover) (given by enchanted flames)"
2388,18.0,16 (+3),17 (+3),14 (+2),228.0,16 (+3),21 (+5),monstrosity,19 (+4),any alignment,15.0,,,,Common plus up to three other languages,Curator,cold,"blindsight 120 ft., darkvision 60 ft., ",Huge,"20 ft., climb 20 ft., fly 80 ft."
2389,18.0,16 (+3),17 (+3),16 (+3),165.0,18 (+4),18 (+4),humanoid,17 (+3),chaotic evil,12.0,charmed,,,"Common, Deep Speech, Undercommon",Cult Lord of the Lidless Eye,,,Medium,30 ft.
2391,16.0,12 (+1),19 (+4),10 (+0),152.0,14 (+2),20 (+5),construct,14 (+2),"construct, neutral",13.0,"charmed, exhaustion, frightened, paralysed, petrified, poisoned","poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,"the languages of its creator, telepathy 60 ft.",Crystal Golem,,"darkvision 120 ft., ",Large,30 ft.
2393,13.0,6 (-2),13 (+1),15 (+2),49.0,6 (-2),9 (-1),ooze,16 (+3),lawful neutral,2.0,"blinded, charmed, deafened, exhaustion, frightened, poisoned, prone, unconscious","acid, poison, psychic",,—,Crystal Slime,radiant,"blindsight 90 ft. (blind beyond this radius), ",Medium,20 ft.
2394,16.0,12 (+1),17 (+3),11 (+0),102.0,10 (+0),19 (+4),dragon,16 (+3),neutral good,7.0,,psychic,,Draconic,Crystal Drake,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","blindsight 30 ft., darkvision 120 ft., ",Large,"30 ft., fly 60 ft."
2395,16.0,15 (+2),15 (+2),16 (+3),104.0,18 (+4),11 (+0),undead,13 (+1),neutral evil,7.0,"exhaustion, frightened, poisoned, unconscious",poison,,the languages it knew in life,Crypt Thing,"cold, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Medium,30 ft.
2396,14.0,14 (+2),16 (+3),14 (+2),59.0,10 (+0),16 (+3),undead,12 (+1),neutral evil,3.0,"exhaustion, poisoned",poison,,Abyssal,Crypt Stalker,"necrotic; bludgeoning, piercing and slashing damage from nonmagical attacks that aren't silvered","darkvision 60 ft., ",Large,30 ft.
2397,15.0,8 (-1),18 (+4),14 (+2),76.0,7 (-2),20 (+5),undead,12 (+1),chaotic evil,5.0,"exhaustion, frightened, poisoned","necrotic, poison",,Common,Crypt Horror,,"darkvision 60 ft., ",Large,30 ft.
2398,13.0,5 (-3),14 (+2),17 (+3),26.0,2 (-4),10 (+0),beast,12 (+1),"(theropod), unaligned",1.0,,,fire,—,Cryolophosaurus,cold,,Medium,60 ft.
2399,13.0,9 (-1),12 (+1),14 (+2),25.0,12 (+1),13 (+1),humanoid,10 (+0),neutral evil,2.0,,,,"Common, Undercommon, and/or any other applicable language",Cruel Overseer,,,Medium,30 ft.
2400,18.0,29 (+9),18 (+4),19 (+4),430.0,29 (+9),30 (+10),construct,17 (+3),chaotic evil,12.0,"Blinded, Deafened, Invisible, Poisoned, Unconscious, Exhaustion.","Psychic, Radiant, Necrotic, Poison.","Fire, Cold, Lightning,","Common, Abyssal, Undercommon and Gnomish.",CRTyrant,,,Gargantuan,30
2401,13.0,5 (-3),17 (+3),16 (+3),32.0,2 (-4),14 (+2),beast,14 (+2),"beast, unaligned",2.0,,"Fire, cold",,Understands Common and Ignan but cannot speak,Crown-of-Flames Deer,,,Medium,50 ft.
2402,13.0,7 (-2),15 (+2),13 (+1),78.0,7 (-2),17 (+3),humanoid (crovic),13 (+1),chaotic evil,5.0,poisoned,poison,,"Draconic, Undercommon",Crovic,,"darkvision 60 ft., ",Medium,35 ft.
2404,15.0,10 (+0),17 (+3),10 (+0),93.0,10 (+0),21 (+5),fiend,10 (+0),lawful evil,6.0,,,,understands Common but can't speak,Crocodile Pishacha,"bludgeoning, slashing, and piercing from nonmagical attacks","darkvision 60 ft., ",Large,"30 ft., swim 50 ft."
2406,35.0,30 (+10),25 (+7),8 (-1),,30 (+10),36 (+13),Dragon,28 (+9),true neutral,60.0,"All, unless Cronak wishes to be affected","Force, Necrotic, Psychic, Radiant, Bludgeoning, Piercing, Slashing",,"Cronak is proficient in all Skills, Saves, and Tools and knows all Languages. Due to spending time exploring the timeline, Cronak is also proficient in any future developments even if they would not currently exist. Due to extensive knowledge of timelines, Cronak also knows if a creature was to lie.","Cronak, The Dragon of Time","Acid, Cold, Fire, Lightning, Poison, Thunder","Truesight 500ft, ",Titanic,"50ft, Fly 100ft, Swim 50ft"
2407,13.0,20 (+5),15 (+2),16 (+3),52.0,19 (+4),16 (+3),monstrosity,19 (+4),lawful evil,8.0,,,,"Common, Dwarvish, Elvish, Gnomish, Halfling, Orc",Crocotta,,,Medium,50 ft.
2410,13.0,5 (-3),13 (+1),12 (+1),26.0,2 (-4),18 (+4),beast,12 (+1),"beast, unaligned",4.0,,,,—,Courser Drake,,,Large,45 ft.
2411,21.0,25 (+7),26 (+8),20 (+5),222.0,24 (+7),27 (+8),celestial,24 (+7),lawful good,20.0,"charmed, exhaustion, frightened, poisoned","necrotic, poison, fire",,"all, telepathy 120 ft.",Courage,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Gargantuan,"50 ft., fly 150 ft."
2412,17.0,15 (+2),17 (+3),20 (+5),67.0,15 (+2),16 (+3),undead,16 (+3),chaotic evil,4.0,,"psychic; bludgeoning, piercing, and slashing from nonmagical attacks",,"all, telepathy 120 ft.",Couatl Scorned,necrotic,"truesight 120 ft., ",Medium,"30 ft., 90 ft."
2413,13.0,1 (-5),16 (+3),13 (+1),51.0,1 (-5),14 (+2),plant,6 (-2),"plant, unaligned",2.0,,,,—,Crawling Creeper,,"blindsight 30 ft. (blind beyond this radius), ",Large,"20 ft., climb 20 ft."
2414,20.0,19 (+4),18 (+4),22 (+6),144.0,19 (+4),17 (+3),celestial,22 (+6),lawful good,13.0,,"psychic; bludgeoning, piercing, and slashing from nonmagical attacks",,"all, telepathy 120 ft.",Couatl Diamondscale,radiant,"truesight 120 ft., ",Medium,"30 ft., fly 90 ft."
2415,14.0,5 (-3),19 (+4),15 (+2),76.0,7 (-2),15 (+2),undead,12 (+1),chaotic evil,4.0,poisoned,poison,,—,Corruptor,,"blindsight 90 ft., ",Large,"20 ft., fly 30 ft. (hover)"
2416,25.0,18 (+4),29 (+9),22 (+6),540.0,16 (+3),30 (+10),humanoid,17 (+3),lawful good,30.0,"Fear, Charmed, Petrified, Stunned, Madness, Suffocation, Starvation, Exhaustion, Blinded","radiant; bludgeoning, piercing, and slashing attacks from nonmagical weapons that aren’t adamantine",,All,Cosmic Guardian,"acid, cold, fire, force, lightning, necrotic, poison, thunder",truesight 120 ft.; ,Medium,"40 ft, Fly 120 ft (Hover)"
2417,16.0,18 (+4),14 (+2),16 (+3),270.0,17 (+3),22 (+6),humanoid,18 (+4),lawful evil,17.0,"Charmed, Frightened, Poisoned, Paralyzed",,,"Common, Abyssal, Primordial",Corrupted Monk,"Bludgeoning, Piercing and Slashing from nonmagical weapons, Force, Psychic, Necrotic, Poison","Darkvision 60ft, ",Large,40ft
2418,20.0,15 (+2),18 (+4),7 (-2),495.0,10 (+0),30 (+10),undead,11 (+0),"undead, neutral",19.0,"charmed, exhaustion, paralyzed, poisoned, stunned","necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",,understands Common but can't speak,Corpse Gatherer,"bludgeoning, piercing, and slashing from nonmagical attacks made with silvered weapons","darkvision 60 ft., ",Gargantuan,"40 ft., burrow 10 ft."
2419,14.0,1 (-5),22 (+6),14 (+2),137.0,3 (-4),18 (+4),undead,6 (-2),neutral evil,6.0,poisoned,poison,,"understands the languages of its creator, but can't speak",Corpse Behemoth,,darkvision 60 ft. ,Huge,30 ft.
2421,12.0,12 (+1),12 (+1),14 (+2),16.0,8 (-1),14 (+2),humanoid,10 (+0),any alignment,1.0,,,,any one language,Cop,,,Medium,30 ft.
2422,10.0,6 (-2),12 (+1),10 (0),23.0,17 (+3),8 (-1),humanoid,18 (+4),"humanoid, unaligned",3.0,,psychic.,,telepathy,Controller,,,Medium,10 ft.
2423,18.0,11 (+0),19 (+4),17 (+3),47.0,10 (+0),19 (+4),construct,17 (+3),"construct, none",4.0,"charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, restrained",,,—,Construct Companion,"Fire, Poison, Psychic; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that",,Large,"Speed 40ft., 40ft. flying"
2424,19.0,20 (+5),10 (+0),10 (+0),55.0,8 (-1),17 (+3),aberration,25 (+7),evil (50%),12.0,"paralyzed, prone",,,Deep Speech,Consumer,,"darkvision 150 ft., ",Large,"0 ft., fly 20 ft. (hover)"
2425,16.0,11 (+0),17 (+3),15 (+2),34.0,10 (+0),18 (+4),construct,17 (+3),"construct, none",4.0,"charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, restrained",,,—,Construct Companion,,,Large,"Speed 40ft., 30ft. flying"
2426,15.0,11 (+0),15 (+2),13 (+1),19.0,10 (+0),15 (+2),construct,17 (+3),"construct, none",2.0,"charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned",,,—,Construct Companion,,,Medium,"Speed 30ft., 25ft. flying"
2427,18.0,0 (-5),20 (+5),10 (+0),80.0,14 (+2),16 (+3),construct,20 (+5),"construct, unaligned",4.0,"Exhausted, poisoned","Lightning, thunder",,"Understands all known languages, but only speaks Common or a garbled unknown language that only conduit hounds speak",Conduit Hound,,"darkvision 120 ft., ",Large,"30 ft., swim 30 ft."
2428,22.0,5 (-3),24 (+7),26 (+8),262.0,1 (-5),23 (+6),monstrosity,7 (-2),"monstrosity, unaligned",15.0,blinded,,,—,Con Rit,,"Blind Senses. If outside of water, the con rit's blindsight only extends 30 feet, and it can't use its blindsight while deafened and unable to smell.",Gargantuan,"5 ft., swim 50 ft."
2429,11.0,2 (-4),14 (+2),3 (-4),33.0,4 (-3),11 (+0),monstrosity,3 (-4),"monstrosity, unaligned",1.0,"charmed, frightened",psychic,poison,Wormbrain,Common Gasper,,"blindsight 30 ft. (blind beyond this radius), ",Small,"5 ft., climb 5 ft."
2430,16.0,1 (-5),18 (+4),12 (+1),85.0,20 (+5),10 (+0),construct,14 (+2),"construct, unaligned",13.0,"charmed, exhaustion, frightened, poisoned","poison, psychic",,understands Common and languages of its creator but cannot speak,Commander Warbot,lightning,"darkvision 60 ft., ",Medium,"30 ft., fly 30 ft."
2431,15.0,10 (+0),17 (+3),17 (+3),45.0,11 (+0),17 (+3),aberration,16 (+3),chaotic good,3.0,poisoned,poison,lightning,Deep Speech and any 2 others,Comet Warrior,"cold, fire","blindsight 15 ft., darkvision 60 ft., ",Medium,"35 ft., fly 10 ft. (hover)"
2432,17.0,15 (+2),20 (+5),16 (+3),126.0,14 (+2),4 (-3),aberration,10 (+0),neutral evil,10.0,"blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned, prone","necrotic, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks",radiant,—,Colour Out of Space,,"darkvision 120 ft., ",Large,"0 ft., fly 30 ft. (hover)"
2433,12.0,8 (-1),18 (+4),8 (-1),290.0,3 (-4),24 (+7),monstrosity,14 (+2),"monstrosity, unaligned",14.0,,,,—,Colossal Octo,"acid, cold, fire","darkvision 120 ft., ",Gargantuan,"20 ft., swim 80 ft."
2435,16.0,5 (-3),18 (+4),14 (+2),189.0,3 (-4),22 (+6),monstrosity,12 (+1),"monstrosity, unaligned",9.0,,,,understands Goblin but can't speak,Colossal Squig,,"darkvision 120 ft., ",Huge,30 ft.
2436,,4 (-3),18 (+4),15 (+2),248.0,4 (-3),22 (+6),beast,12 (+1),"beast, unaligned",13.0,,"Lightning, Bludgeoning",,—,Colossal Squid,Fire,"passive perception 15, darkvision 180 ft., tremorsense (arms and tentacles) 60 ft.",Gargantuan,"30 ft., Swim 70 ft."
2437,15.0,7 (-2),14 (+2),15 (+2),58.0,3 (-4),19 (+4),beast,12 (+1),"beast, unaligned",2.0,frightened,,,—,Cold One,slashing,"darkvision 60 ft., ",Large,"50 ft., swim 30 ft."
2438,,12 (+1),14 (+2),20 (+5),127.0,15 (+2),19 (+4),fiend,16 (+3),evil alignment,7.0,,cold,,—,Cocytalisk,"poison, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Large,40 ft.
2439,12.0,8 (-1),14 (+2),10 (+0),60.0,8 (-1),16 (+3),elemental,12 (+1),neutral evil,2.0,,,,Giant,Cold Legion Slinger,cold,"darkvision 60 ft., ",Large,30 ft.
2440,11.0,12 (+1),12 (+1),7 (-2),49.0,19 (+4),5 (-3),monstrosity,14 (+2),"monstrosity, neutral",5.0,charmed,psychic,,telepathy 60 ft.,Cognosticator,,"truesight 30 ft., ",Medium,5 ft.
2441,14.0,8 (-1),14 (+2),16 (+3),33.0,4 (-3),14 (+2),beast,15 (+2),"(theropod), unaligned",2.0,,acid,,—,Coelophysis,,"Senses. The Coelophysis has advantage on Wisdom (Perception) checks that rely on sight, sound, or smell.",Small,40 ft.
2442,14.0,9 (-1),14 (+2),9 (-1),45.0,13 (+1),15 (+2),dragon,15 (+2),"dragon, unaligned",1.0,,,,—,Cockatrice,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't silvered","darkvision 60 ft., ",Large,"25 ft., fly 60 ft."
2443,18.0,8 (-1),21 (+5),14 (+2),168.0,9 (-1),23 (+6),monstrosity,19 (+4),chaotic evil,9.0,,,,—,Cockatrice,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't silvered","blindsight 30 ft., darkvision 120 ft., ",Large,70 ft.
2444,17.0,12 (+1),15 (+2),10 (+0),32.0,10 (+0),17 (+3),dragon,13 (+1),lawful good,2.0,,cold,,Draconic,Cobalt Dragon Wyrmling,,"blindsight 10 ft., darkvision 60 ft., ",Medium,"30 ft., climb 30 ft., fly 60 ft."
2445,17.0,18 (+4),24 (+7),10 (+0),350.0,17 (+3),29 (+9),giant,18 (+4),evil (50%),18.0,,,,"Auran, Common, Giant",Cloud Titan,,,Gargantuan,40 ft.
2447,13.0,1 (-5),20 (+5),9 (-1),142.0,3 (-4),17 (+3),construct,12 (+1),lawful neutral,9.0,"blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","lightning, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",acid,"understands the languages of its creator and Modron but can't speak, telepathy 120 ft.",Clockwork Golem,"cold, fire","darkvision 60 ft., ",Medium,20 ft.
2448,17.0,14 (+2),24 (+7),13 (+1),250.0,14 (+2),26 (+8),construct,14 (+2),lawful evil,17.0,"blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","lightning, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,"understands the languages of its creator, Infernal and Modron, but can't speak, telepathy 120 ft.",Clockwork Fiend,"acid, cold, fire","truesight 60 ft., ",Large,40 ft.
2449,12.0,1 (-5),18 (+4),14 (+2),25.0,3 (-4),20 (+5),construct,12 (+1),"construct, unaligned",2.0,"blinded, charmed, deafened, exhaustion, frightened, paralysed, petrified, poisoned","poison, psychic",,understands the languages of its creator but can't speak,Clockwork Ape,,"blindsight 60 ft. (blind beyond this radius), ",Medium,"30 ft., climb 30 ft."
2450,15.0,1 (-5),8 (-1),15 (+2),10.0,1 (-5),8 (-1),construct,3 (-4),lawful neutral,0.0,"blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned, prone","poison, psychic",bludgeoning,"understands the languages of its creator, but cannot speak",Clock Sentinel,cold,"truesight 120 ft., ",Medium,"0 ft., fly 30 ft. (hover)"
2451,14.0,1 (-5),15 (+2),16 (+3),64.0,2 (-4),14 (+2),undead,9 (-1),chaotic evil,4.0,"Grappled, Poisoned, Prone, Restrained",Poison,,—,Clinger,Fire,,Large,35 ft.
2452,12.0,2 (-4),17 (+3),12 (+1),13.0,8 (-1),13 (+1),monstrosity,7 (-2),lawful evil,1.0,poisoned,"poison; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, radiant",Common,Clicker,,"tremorsense 60 ft., ",Small,10 ft.
2453,16.0,3 (-4),20 (+5),11 (+0),207.0,5 (-3),22 (+6),construct,10 (+0),"construct, unaligned",12.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","acid, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,understands the languages of its creator but can't speak,Clay War Golem,,"darkvision 60 ft., ",Large,30 ft.
2454,14.0,2 (-4),19 (+4),10 (+0),68.0,8 (-1),15 (+2),construct,8 (-1),"construct, neutral",3.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","acid, poison, psychic",,"Common, Loamsprach",Clay Man,,,Medium,20 ft.
2455,16.0,14 (+2),19 (+4),12 (+1),104.0,11 (+0),20 (+5),fiend,15 (+2),chaotic evil,9.0,poisoned,poison,,"Abyssal, telepathy 120 ft.",Clawed Demon,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Large,"30 ft., swim 30 ft."
2457,16.0,20 (+5),18 (+4),18 (+4),170.0,18 (+4),18 (+4),undead,16 (+3),neutral evil,15.0,,,,the languages it knew in life,Clan Ishtar Solitaire,"psychic, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Medium,30 ft.
2458,16.0,16 (+3),11 (+0),21 (+5),49.0,2 (-4),11 (+0),undead,13 (+1),chaotic neutral,5.0,"charmed, exhaustion, frightened, paralyzed, poisoned","poison, necrotic",,understands Sylvan but cannot speak,Clamshell Haltija,"bludgeoning, piercing, and slashing from non-magical attacks","truesight 60 ft., ",Small,"0 ft., fly 60 ft."
2459,14.0,17 (+3),16 (+3),14 (+2),67.0,15 (+2),18 (+4),fey,12 (+1),chaotic evil,5.0,,fire,,"Common, Ignan, Sylvan",Cinder Hag,,"darkvision 60 ft., ",Medium,30 ft.
2460,15.0,8 (-1),15 (+2),15 (+2),67.0,3 (-4),18 (+4),monstrosity,12 (+1),"monstrosity, unaligned",3.0,,"bludgeoning, piercing and slashing from nonmagical attacks",,—,Cithaeronian Lion,,,Large,50 ft.
2461,20.0,15 (+2),20 (+5),10 (+0),189.0,15 (+2),22 (+6),fiend,17 (+3),lawful evil,15.0,poisoned,"fire, poison",,"Infernal, telepathy 120 ft.",Citadel Devil,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","truesight 120 ft., ",Large,30 ft.
2462,14.0,6 (-2),11 (+0),16 (+3),22.0,3 (-4),9 (-1),beast,14 (+2),"beast, unaligned",1.0,,,,—,Cinnamologus,,,Medium,"10 ft., fly 60 ft."
2465,16.0,14 (+2),17 (+3),16 (+3),75.0,10 (+0),22 (+6),undead,19 (+4),neutral good,6.0,"charmed, frightened, petrified","necrotic, radiant",,"Celestial, understands Common but cannot speak it, telepathy 60 ft.",Church Grim,,"darkvision 60 ft., ",Medium,40 ft.
2466,15.0,5 (-3),25 (+7),24 (+7),63.0,3 (-4),19 (+4),monstrosity,25 (+7),chaotic evil,5.0,charmed,,,"understands Common, but cannot speak.",Chupacabra,,"darkvision 120 ft., ",Small,"30 ft., fly 60 ft."
2467,8.0,8 (-1),14 (+2),6 (-2),65.0,1 (-5),13 (+1),ooze,9 (-1),"ooze, unaligned",1.0,"charmed, exhaustion, frightened, prone","cold, fire, lightning",,—,Chuchu,"acid, piercing","darkvision 60 ft., tremorsense 10 ft., ",Medium,20 ft.
2468,17.0,8 (-1),26 (+8),8 (-1),166.0,2 (-4),26 (+8),beast,10 (+0),"(sauropod), unaligned",10.0,,,,—,Chubitisaurus,thunder,,Gargantuan,30 ft.
2469,17.0,9 (-1),20 (+5),9 (-1),207.0,12 (+1),22 (+6),aberration,12 (+1),"aberration, neutral",11.0,"blinded, deafened",fire,,"Chthonian, telepathy 120 ft.",Chthonian,,"blindsight 60 ft., tremorsense 120 ft., ",Huge,"30 ft., burrow 30 ft."
2470,16.0,6 (-2),16 (+3),16 (+3),75.0,2 (-4),16 (+3),monstrosity,14 (+2),"monstrosity, unaligned",2.0,"charmed, frightened, paralyzed, poisoned, stunned",poison,,—,Chryssalid,psychic,"blindsight 10 ft., darkvision 60 ft., ",Medium,"50 ft., climb 50 ft."
2471,16.0,22 (+6),21 (+5),18 (+4),178.0,18 (+4),23 (+6),monstrosity,17 (+3),lawful evil,15.0,,thunder,,"Goblin, Infernal",Chronotyryn,"acid, cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,Large,"30 ft., fly 60 ft."
2472,15.0,5 (-3),10 (+0),20 (+5),49.0,18 (+4),1 (-5),aberration,10 (+0),chaotic neutral,1.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","bludgeoning, piercing, and slashing from nonmagical attacks",,—,Chromatic Aberration,,"blindsight 90 ft., truesight 30 ft., ",Medium,"0 ft., fly 30 ft. (hover)"
2473,19.0,10 (+0),26 (+8),14 (+2),348.0,6 (-2),24 (+7),monstrosity,14 (+2),chaotic evil,17.0,"frightened, poisoned",,,"understands Abyssal, Common, Infernal and Sylvan but can't speak",Chort,"cold, fire, poison, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Huge,50 ft.
2474,14.0,10 (+0),12 (+1),14 (+2),31.0,10 (+0),12 (+1),humanoid,14 (+2),chaotic neutral,2.0,,,,"Common, Sylvan",Chitik Cavalier,acid,"darkvision 60 ft., ",Small,30 ft.
2476,16.0,2 (-3),13 (+1),18 (+4),52.0,5 (-4),21 (+5),beast,14 (+2),chaotic evil,4.0,,,,—,Chimera Variant,,,Large,45
2477,15.0,2 (-4),8 (-1),13 (+1),54.0,4 (-3),17 (+3),elemental,9 (-1),lawful neutral,2.0,"charmed, exhaustion, paralyzed, petrified, poisoned, unconscious","cold, lightning, poison","bludgeoning, fire",understands Anook but can't speak,Chilfos,,"tremorsense 30 ft., ",Large,30 ft.
2478,13.0,18 (+4),10 (+0),15 (+2),45.0,14 (+2),13 (+1),fiend,12 (+1),neutral evil,3.0,charmed,,,"Common, Sylvan",Child of Pan,,,Medium,30 ft.
2479,15.0,4 (-3),8 (-1),15 (+2),30.0,6 (-2),9 (-1),monstrosity,11 (+0),chaotic evil,2.0,,,fire,Arthropoid,Chignoble,,"blindsight 10 ft., ",Tiny,"40 ft., climb 20 ft."
2482,12.0,4 (-3),18 (+4),12 (+1),17.0,2 (-4),16 (+3),beast,12 (+1),"beast, unaligned",1.0,,,,—,Chernobyl Boar,,,Medium,40 ft.
2483,14.0,6 (-2),21 (+5),16 (+3),85.0,8 (-1),15 (+2),monstrosity,17 (+3),"monstrosity, unaligned",6.0,,,,—,Chernobeam,radiant,,Medium,30 ft.
2484,17.0,19 (+4),21 (+5),8 (-1),110.0,9 (-1),19 (+4),beast,17 (+3),"(ceratopsian), unaligned",6.0,"charmed, paralyzed, stunned",,,—,Chasmosaurus,"bludgeoning, piercing, slashing",,Large,45 ft.
2485,21.0,20 (+5),27 (+8),12 (+1),377.0,15 (+2),26 (+8),fiend,24 (+7),chaotic evil,25.0,"charmed, exhaustion, frightened","poison; bludgeoning, piercing and slashing damage from nonmagical weapons.",,"all, telepathy 120 ft.",Charybdis,"cold, fire, lightning","blindsight 60 ft., truesight 120 ft., ",Huge,"10 ft., swim 50 ft."
2489,15.0,11 (+0),20 (+5),15 (+2),,7 (-2),21 (+5),elemental,19 (+4),chaotic neutral,6.0,,,"cold, lightning","Ignan, understands Common but can't speak it",Charizard,fire; bludgeoning and piercing from nonmagical weapons,"darkvision 30 ft., ",Medium,"40 ft., fly 70 ft."
